eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord
pass,failed,d2d,469.56668,westOuterSlotDZ,dz,evenStrength,0,315,10534,5152,-63.5685195922852,16.3441162109375
pass,successful,d2doffboards,471.66666,outsideNorthWestDZ,dz,evenStrength,0,315,78625,5152,-94.7508697509766,22.3794097900391
reception,successful,regular,472.86667,outsideNorthEastDZ,dz,evenStrength,0,315,202206,5152,-91.7332229614258,-28.4176464080811
pass,successful,outlet,475.36667,outsideNorthEastDZ,dz,evenStrength,0,315,202206,5152,-59.042049407959,-24.3941173553467
reception,successful,regular,476.26666,southEastBoardsNZ,nz,evenStrength,0,315,110856,5152,-19.309700012207,31.9352951049805
pass,successful,d2d,481.46667,outsideNorthEastDZ,dz,evenStrength,0,311,5152,80264,-97.8755950927734,-2.76470565795898
reception,successful,regular,482.1,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-92.84619140625,18.8617649078369
pass,failed,outlet,483.06668,outsideNorthWestDZ,dz,evenStrength,0,311,80,80264,-91.8403015136719,30.4294128417969
pass,failed,stretch,488.63333,centerPointDZ,dz,evenStrength,0,315,79380,5152,-43.4508743286133,-15.3411769866943
reception,failed,regular,489.73334,northEastBoardsNZ,nz,evenStrength,0,315,110856,5152,16.9020690917969,35.9588241577148
pass,failed,outletoffboards,496.63333,outsideNorthEastDZ,dz,evenStrength,0,311,108339,80264,-81.7814788818359,-39.9823532104492
pass,failed,northoffboards,499.83334,westPoint,oz,evenStrength,0,315,80518,5152,38.0256042480469,-26.4058818817139
pass,successful,d2doffboards,502.86667,outsideNorthWestDZ,dz,evenStrength,0,311,108339,80264,-91.8403015136719,28.4176464080811
reception,successful,regular,504.7,outsideNorthWestDZ,dz,evenStrength,0,311,370192,80264,-96.3667755126953,6.28823471069336
pass,failed,stretch,506.36667,outsideNorthEastDZ,dz,evenStrength,0,311,370192,80264,-92.3432464599609,-16.8470573425293
pass,successful,d2d,512.5,outsideNorthWestDZ,dz,evenStrength,0,315,82048,5152,-70.6096954345703,22.3794097900391
reception,successful,regular,512.56665,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-73.6273422241211,26.9058837890625
pass,successful,d2doffboards,512.6,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-73.6273422241211,26.9058837890625
reception,successful,regular,514.2,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-95.7567520141602,-4.77941131591797
pass,successful,d2d,514.6667,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-92.7391052246094,-16.3470592498779
reception,successful,regular,515.3333,outsideNorthEastDZ,dz,evenStrength,0,315,126723,5152,-69.1008758544922,-31.9382362365723
pass,successful,outlet,515.86664,outsideNorthEastDZ,dz,evenStrength,0,315,126723,5152,-64.5744018554688,-28.9205875396728
reception,successful,regular,516.4667,eastOuterSlotDZ,dz,evenStrength,0,315,20161,5152,-60.0479316711426,-0.755882263183594
pass,successful,outlet,517.9,centerPointDZ,dz,evenStrength,0,315,20161,5152,-36.4096984863281,2.26176452636719
reception,successful,regular,518.3333,southCenterNZ,nz,evenStrength,0,315,80518,5152,-20.8185195922852,-13.3294124603271
pass,failed,slot,522.8,outsideNorthEast,oz,evenStrength,0,315,80518,5152,76.7520751953125,19.3617630004883
pass,successful,eastwest,527.36664,southCenterNZ,nz,evenStrength,0,311,112050,80264,-8.35206604003906,13.8323535919189
reception,successful,regular,527.9,southCenterNZ,nz,evenStrength,0,311,370192,80264,-3.32265472412109,-2.76470565795898
pass,successful,ozentry,528.5333,northCenterNZ,nz,evenStrength,0,311,370192,80264,17.8008728027344,3.27058792114258
reception,successful,ozentry,529.0333,eastPoint,oz,evenStrength,0,311,112050,80264,33.8949890136719,32.4411773681641
pass,failed,rush,529.93335,eastPoint,oz,evenStrength,0,311,112050,80264,53.0067558288574,36.9676475524902
pass,failed,south,533.3333,outsideNorthWest,oz,evenStrength,0,311,109964,80264,74.6332244873047,-39.9823532104492
pass,successful,south,537.73334,southEastBoardsNZ,nz,evenStrength,0,311,6588,80264,-12.8785400390625,23.8911762237549
reception,successful,regular,538.36664,eastPointDZ,dz,evenStrength,0,311,1312,80264,-26.4579467773437,-31.4323501586914
pass,successful,stretch,539.3333,eastPointDZ,dz,evenStrength,0,311,1312,80264,-29.9864044189453,-30.9294128417969
reception,successful,regular,540.36664,northEastBoardsNZ,nz,evenStrength,0,311,370192,80264,4.21360015869141,27.9147052764893
pass,successful,south,542.1667,southEastBoardsNZ,nz,evenStrength,0,311,370192,80264,-23.9511032104492,31.4352931976318
reception,successful,regular,543.13336,southWestBoardsNZ,nz,evenStrength,0,311,1312,80264,-24.4540405273437,-37.467643737793
pass,failed,outlet,549.4,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-79.1518402099609,-37.470588684082
reception,failed,regular,550.06665,eastPointDZ,dz,evenStrength,0,315,884,5152,-48.4724273681641,-34.955883026123
pass,successful,south,552.56665,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,1.19595336914063,31.4352931976318
reception,successful,regular,554,southWestBoardsNZ,nz,evenStrength,0,311,108339,80264,-11.377571105957,-27.408821105957
pass,successful,d2d,559.7,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-95.2459564208984,-22.3823528289795
reception,successful,regular,560.2,outsideNorthEastDZ,dz,evenStrength,0,315,884,5152,-75.6312484741211,-17.3529415130615
pass,successful,outlet,561.3,eastOuterSlotDZ,dz,evenStrength,0,315,884,5152,-71.6077194213867,-16.8500003814697
reception,successful,regular,562,westPointDZ,dz,evenStrength,0,315,54915,5152,-36.4018402099609,37.467643737793
pass,failed,north,563.6667,southEastBoardsNZ,nz,evenStrength,0,315,54915,5152,-21.313606262207,38.9764709472656
pass,successful,d2doffboards,572.6667,outsideNorthEastDZ,dz,evenStrength,0,311,5152,80264,-92.8540496826172,-4.77647018432617
reception,successful,regular,574.3,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-95.8716888427734,27.9147052764893
pass,successful,d2doffboards,577.8333,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-95.8716888427734,17.3529415130615
reception,successful,regular,579.63336,outsideNorthEastDZ,dz,evenStrength,0,311,108339,80264,-94.3628692626953,-20.8705902099609
pass,successful,outlet,580.3333,outsideNorthEastDZ,dz,evenStrength,0,311,108339,80264,-94.3628692626953,-27.9117660522461
reception,successful,regular,581.93335,southWestBoardsNZ,nz,evenStrength,0,311,2546838,80264,-5.84522247314453,-39.9823532104492
pass,successful,d2d,585.6,outsideNorthWestDZ,dz,evenStrength,0,315,400162,5152,-64.5665435791016,29.4205856323242
reception,successful,regular,587.1667,outsideNorthEastDZ,dz,evenStrength,0,315,54915,5152,-64.5665435791016,-35.4588241577148
pass,successful,ozentrystretch,597.1667,westOuterSlotDZ,dz,evenStrength,0,315,79380,5152,-58.53125,11.3147048950195
reception,successful,ozentry,598.26666,eastPoint,oz,evenStrength,0,315,179172,5152,26.9608917236328,32.438232421875
pass,failed,slot,599.1667,eastPoint,oz,evenStrength,0,315,179172,5152,42.0569915771484,31.9352951049805
pass,successful,outletoffboards,601.3,outsideNorthEastDZ,dz,evenStrength,0,311,237838,80264,-67.2040023803711,-35.4558982849121
reception,successful,regular,603.26666,southWestBoardsNZ,nz,evenStrength,0,311,111452,80264,-8.86286926269531,-38.9764709472656
pass,successful,north,604.06665,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,10.751838684082,-39.9823532104492
reception,successful,regular,604.6667,northCenterNZ,nz,evenStrength,0,311,1731661,80264,17.7930145263672,-9.30294036865234
pass,failed,slot,606.5,centerPoint,oz,evenStrength,0,311,94531,80264,30.3665466308594,3.77352905273437
pass,successful,d2doffboards,610.9,outsideNorthEastDZ,dz,evenStrength,0,315,56711,5152,-81.1714630126953,-37.9735298156738
reception,successful,regular,612.1667,outsideNorthEastDZ,dz,evenStrength,0,315,202206,5152,-97.2655792236328,-1.25882339477539
pass,successful,outlet,614.4667,outsideNorthWestDZ,dz,evenStrength,0,315,202206,5152,-68.0949859619141,24.3911743164062
reception,successful,regular,615.3333,southWestBoardsNZ,nz,evenStrength,0,315,81408,5152,-5.73028564453125,-38.9794120788574
pass,successful,d2d,628.56665,outsideNorthEastDZ,dz,evenStrength,0,315,78625,5152,-96.2596969604492,-5.78529357910156
reception,successful,regular,629.43335,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-91.7332229614258,8.79999923706055
pass,successful,ozentrystretchoffboards,632.73334,westPointDZ,dz,evenStrength,0,315,79380,5152,-43.9538154602051,36.9647064208984
reception,successful,ozentry,634.1667,westPoint,oz,evenStrength,0,315,81408,5152,37.5226593017578,-36.4647064208984
pass,failed,slot,637.06665,outsideNorthWest,oz,evenStrength,0,315,81408,5152,61.6638336181641,-37.470588684082
shot,successful,outside,639.8,outsideNorthEast,oz,evenStrength,0,315,79380,5152,84.2961883544922,33.9470596313477
pass,failed,slot,642.9,outsideNorthWest,oz,evenStrength,0,315,81408,5152,77.7579498291016,-32.9441184997559
shot,successful,slot,645.06665,eastOuterSlot,oz,evenStrength,1,315,79380,5152,65.6873626708984,21.3735275268555
pass,successful,south,646.36664,southCenterNZ,nz,evenStrength,0,311,1462,80264,-1.31874847412109,0.755882263183594
reception,successful,regular,647.43335,southCenterNZ,nz,evenStrength,0,311,108339,80264,-15.9040451049805,-9.30294036865234
pass,failed,north,648.4,southCenterNZ,nz,evenStrength,0,311,108339,80264,-24.9569854736328,-12.8235282897949
pass,failed,south,655.6,southWestBoardsNZ,nz,evenStrength,0,311,1462,80264,-0.3128662109375,-40.9882354736328
pass,successful,eastwest,659.2,southCenterNZ,nz,evenStrength,0,311,1462,80264,-19.9275741577148,-8.29705810546875
reception,successful,regular,659.9,northCenterNZ,nz,evenStrength,0,311,113401,80264,5.72242736816406,2.26470565795898
pass,failed,d2doffboards,666.5333,outsideNorthEastDZ,dz,evenStrength,0,315,20161,5152,-96.7626342773437,-5.28235244750977
pass,successful,none,668.4667,outsideNorthWest,oz,evenStrength,0,311,108339,80264,78.6488952636719,-40.4852905273438
pass,successful,d2doffboards,674.63336,outsideNorthWestDZ,dz,evenStrength,0,315,121680,5152,-92.2361679077148,20.3676452636719
reception,successful,regular,676.3333,outsideNorthEastDZ,dz,evenStrength,0,315,110856,5152,-93.744987487793,-26.4058818817139
pass,successful,d2d,676.4,outsideNorthEastDZ,dz,evenStrength,0,315,110856,5152,-93.744987487793,-26.4058818817139
reception,successful,regular,677.5333,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-94.247932434082,-20.8735294342041
pass,successful,d2d,677.8,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-94.7508697509766,-17.8558826446533
reception,successful,regular,679.56665,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-95.2538146972656,7.79411697387695
pass,successful,stretchoffboards,681,outsideNorthWestDZ,dz,evenStrength,0,315,20161,5152,-92.7391052246094,29.4205856323242
reception,successful,regular,682.36664,northEastBoardsNZ,nz,evenStrength,0,315,121680,5152,18.9138336181641,37.970588684082
pass,failed,eastwestoffboards,689.36664,westPoint,oz,evenStrength,0,311,446706,80264,30.8773422241211,-39.4794082641602
pass,failed,outletoffboards,693.9,eastPointDZ,dz,evenStrength,0,315,110856,5152,-50.4920501708984,-35.9617652893066
pass,successful,southoffboards,695.36664,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,9.25086975097656,24.8970584869385
reception,successful,regular,696.3333,northEastBoardsNZ,nz,evenStrength,0,311,446706,80264,7.74205017089844,37.470588684082
pass,successful,south,699.9667,southWestBoardsNZ,nz,evenStrength,0,315,110856,5152,-17.8008728027344,-24.8970584869385
reception,successful,regular,700.76666,centerPointDZ,dz,evenStrength,0,315,20161,5152,-33.8949890136719,0.25
pass,successful,d2d,702.26666,centerPointDZ,dz,evenStrength,0,315,20161,5152,-36.9126396179199,9.30294036865234
reception,successful,regular,703.26666,eastPointDZ,dz,evenStrength,0,315,20775372,5152,-37.4155807495117,-31.4352931976318
pass,successful,stretch,704.5,eastPointDZ,dz,evenStrength,0,315,20775372,5152,-28.3626403808594,-31.9382362365723
reception,successful,regular,705.1,northWestBoardsNZ,nz,evenStrength,0,315,126723,5152,10.8667755126953,-37.470588684082
pass,failed,d2doffboards,708.23334,outsideNorthWestDZ,dz,evenStrength,0,311,5152,80264,-91.3373565673828,9.30588150024414
pass,failed,northoffboards,712.43335,outsideNorthWest,oz,evenStrength,0,315,126723,5152,69.7108917236328,-39.4823532104492
pass,failed,slot,715.3333,outsideNorthWest,oz,evenStrength,0,315,126723,5152,91.8403015136719,-30.4294128417969
pass,successful,northoffboards,717.8,outsideNorthWest,oz,evenStrength,0,315,80518,5152,98.3785400390625,-5.78529357910156
reception,successful,regular,719.5333,outsideNorthEast,oz,evenStrength,0,315,82048,5152,93.34912109375,25.3970565795898
pass,failed,slot,720.1,outsideNorthEast,oz,evenStrength,0,315,82048,5152,93.34912109375,22.8823547363281
reception,failed,regular,720.6,innerSlot,oz,evenStrength,0,315,126723,5152,72.7285461425781,3.77058792114258
pass,failed,northoffboards,724.86664,westPoint,oz,evenStrength,0,315,126723,5152,36.0216979980469,-38.9794120788574
pass,failed,northoffboards,729.13336,eastPoint,oz,evenStrength,0,315,82048,5152,42.5599212646484,37.467643737793
pass,successful,d2doffboards,731.9,outsideNorthEastDZ,dz,evenStrength,0,311,6588,80264,-94.8658142089844,-7.79411697387695
reception,successful,regular,733.43335,outsideNorthEastDZ,dz,evenStrength,0,311,1312,80264,-86.3158111572266,-35.4558792114258
pass,successful,outlet,733.63336,outsideNorthEastDZ,dz,evenStrength,0,311,1312,80264,-84.8069915771484,-33.9470596313477
reception,successful,regular,734.4667,outsideNorthEastDZ,dz,evenStrength,0,311,112050,80264,-62.6775665283203,-35.4558792114258
shot,successful,outside,741.0333,centerPoint,oz,evenStrength,0,311,112050,80264,37.4076995849609,-4.77647018432617
pass,successful,ozentry,751.06665,northWestBoardsNZ,nz,evenStrength,0,311,370192,80264,22.3194885253906,-37.467643737793
reception,successful,ozentry,751.5,centerPoint,oz,evenStrength,0,311,112050,80264,31.372428894043,-12.3205871582031
pass,successful,north,751.5333,centerPoint,oz,evenStrength,0,311,112050,80264,32.3783111572266,-12.3205871582031
reception,successful,regular,753.13336,westPoint,oz,evenStrength,0,311,109964,80264,34.3900756835937,-20.3676452636719
pass,failed,north,753.26666,centerPoint,oz,evenStrength,0,311,109964,80264,41.4312515258789,-10.8117637634277
pass,successful,d2d,756.06665,eastOuterSlotDZ,dz,evenStrength,0,315,56711,5152,-76.6371307373047,-14.8382358551025
reception,successful,regular,757,outsideNorthWestDZ,dz,evenStrength,0,315,202206,5152,-83.6783065795899,29.9235305786133
pass,failed,stretch,768.4667,centerPointDZ,dz,evenStrength,0,315,202206,5152,-49.4783096313477,2.26176452636719
pass,failed,outletoffboards,772.56665,outsideNorthWestDZ,dz,evenStrength,0,311,5152,80264,-95.8716888427734,3.27058792114258
pass,failed,outlet,776.93335,outsideNorthEastDZ,dz,evenStrength,0,311,2546838,80264,-57.1452178955078,-38.4735260009766
pass,successful,south,779.56665,northEastBoardsNZ,nz,evenStrength,0,315,54915,5152,3.33051300048828,37.970588684082
reception,successful,regular,780.1,southEastBoardsNZ,nz,evenStrength,0,315,79380,5152,-24.3312530517578,31.9352951049805
pass,successful,d2d,783.9667,westPointDZ,dz,evenStrength,0,315,79380,5152,-43.9538154602051,36.4617614746094
reception,successful,regular,784.4667,centerPointDZ,dz,evenStrength,0,315,400162,5152,-53.0067558288574,-1.25882339477539
pass,successful,d2doffboards,791.5333,outsideNorthEastDZ,dz,evenStrength,0,311,5814,80264,-86.8187561035156,-31.4323501586914
reception,successful,regular,793.73334,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-94.8658142089844,27.9147052764893
pass,successful,d2d,796.5,outsideNorthWestDZ,dz,evenStrength,0,311,446706,80264,-84.3040466308594,37.470588684082
reception,successful,regular,797.13336,outsideNorthWestDZ,dz,evenStrength,0,311,5814,80264,-71.2275695800781,34.4529418945312
pass,successful,north,800.2,southCenterNZ,nz,evenStrength,0,315,79380,5152,-21.8244018554687,-9.80882263183594
reception,successful,regular,800.93335,southWestBoardsNZ,nz,evenStrength,0,315,400162,5152,-16.2920532226563,-31.4352931976318
pass,failed,stretchoffboards,801.86664,eastPointDZ,dz,evenStrength,0,315,400162,5152,-37.4155807495117,-36.9676475524902
pass,successful,outlet,809.4667,centerPointDZ,dz,evenStrength,0,311,80,80264,-51.1099243164063,9.30588150024414
reception,successful,regular,810.4,eastPointDZ,dz,evenStrength,0,311,94531,80264,-27.9746398925781,-39.9823532104492
pass,successful,north,810.9667,southWestBoardsNZ,nz,evenStrength,0,311,94531,80264,-16.406982421875,-38.9764709472656
reception,successful,regular,811.56665,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,9.74595642089844,-23.8882369995117
pass,failed,north,820.36664,southEastBoardsNZ,nz,evenStrength,0,315,78625,5152,-13.2743988037109,37.467643737793
pass,successful,d2d,822.36664,centerPointDZ,dz,evenStrength,0,311,80,80264,-35.5187530517578,1.76176452636719
reception,successful,regular,823.06665,eastPointDZ,dz,evenStrength,0,311,94531,80264,-49.6011047363281,-34.9529418945312
pass,successful,stretch,823.9667,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-62.6775665283203,-38.4735260009766
reception,successful,regular,825.0333,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,4.71654510498047,-36.4617614746094
pass,successful,north,825.1,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,4.71654510498047,-36.4617614746094
reception,successful,regular,825.63336,northCenterNZ,nz,evenStrength,0,311,1731661,80264,17.2900772094727,-0.25
